2018-03-01 13:28:03.114937 UTC | [experiment_2018_03_01_13_28_00_0001] Populating workers...
2018-03-01 13:28:05.238206 UTC | [experiment_2018_03_01_13_28_00_0001] Populated
2018-03-01 13:28:07.181110 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #0 | Training started
2018-03-01 13:28:07.395653 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #0 | Training finished
2018-03-01 13:28:07.395880 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #1 | Training started
2018-03-01 13:28:07.607511 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #1 | Training finished
2018-03-01 13:28:07.607734 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #2 | Training started
2018-03-01 13:28:07.814893 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #2 | Training finished
2018-03-01 13:28:07.815107 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #3 | Training started
2018-03-01 13:28:08.024140 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #3 | Training finished
2018-03-01 13:28:08.024372 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #4 | Training started
2018-03-01 13:28:08.232351 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #4 | Training finished
2018-03-01 13:28:08.232602 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #5 | Training started
2018-03-01 13:28:08.443958 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #5 | Training finished
2018-03-01 13:28:08.444178 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #6 | Training started
2018-03-01 13:28:08.654299 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #6 | Training finished
2018-03-01 13:28:08.654552 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #7 | Training started
2018-03-01 13:28:08.863734 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #7 | Training finished
2018-03-01 13:28:08.863954 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #8 | Training started
2018-03-01 13:28:09.074388 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #8 | Training finished
2018-03-01 13:28:09.074627 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #9 | Training started
2018-03-01 13:28:09.285035 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #9 | Training finished
2018-03-01 13:28:09.285276 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #10 | Training started
2018-03-01 13:28:45.457004 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #10 | Training finished
2018-03-01 13:28:45.457239 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #10 | Collecting samples for evaluation
2018-03-01 13:28:47.394528 UTC | -----------------------  ------------
2018-03-01 14:05:12.681727 UTC | MaxEsReturn               0
2018-03-01 14:05:12.682233 UTC | MinEsReturn               0
2018-03-01 14:05:12.682689 UTC | AverageDiscountedReturn   0
2018-03-01 14:05:12.683260 UTC | AverageQLoss              6.45775e-10
2018-03-01 14:05:12.683748 UTC | AveragePolicySurr         0.029341
2018-03-01 14:05:12.684254 UTC | AverageQ                 -0.0293413
2018-03-01 14:05:12.684727 UTC | AverageAbsQ               0.0293413
2018-03-01 14:05:12.685255 UTC | AverageY                 -0.0293413
2018-03-01 14:05:12.685715 UTC | AverageAbsY               0.0293413
2018-03-01 14:05:12.686183 UTC | AverageAbsQYDiff          8.57337e-06
2018-03-01 14:05:12.686866 UTC | AverageAction             0.998761
2018-03-01 14:05:12.687384 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:05:12.687907 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:05:12.688404 UTC | AverageForwardProgress    0
2018-03-01 14:05:12.688910 UTC | MaxForwardProgress        0
2018-03-01 14:05:12.689447 UTC | MinForwardProgress        0
2018-03-01 14:05:12.690110 UTC | StdForwardProgress        0
2018-03-01 14:05:12.690597 UTC | -----------------------  ------------
2018-03-01 14:05:12.691683 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #47 | Training started
2018-03-01 14:06:13.935106 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #47 | Training finished
2018-03-01 14:06:13.936322 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #47 | Collecting samples for evaluation
2018-03-01 14:06:16.373046 UTC | -----------------------  ------------
2018-03-01 14:06:16.375054 UTC | Epoch                    47
2018-03-01 14:06:16.376053 UTC | AverageReturn             0
2018-03-01 14:06:16.376948 UTC | StdReturn                 0
2018-03-01 14:06:16.378067 UTC | MaxReturn                 0
2018-03-01 14:06:16.378952 UTC | MinReturn                 0
2018-03-01 14:06:16.379792 UTC | AverageEsReturn           0
2018-03-01 14:06:16.380699 UTC | StdEsReturn               0
2018-03-01 14:06:16.381800 UTC | MaxEsReturn               0
2018-03-01 14:06:16.382674 UTC | MinEsReturn               0
2018-03-01 14:06:16.383468 UTC | AverageDiscountedReturn   0
2018-03-01 14:06:16.384420 UTC | AverageQLoss              9.36993e-10
2018-03-01 14:06:16.385225 UTC | AveragePolicySurr         0.0290488
2018-03-01 14:06:16.386012 UTC | AverageQ                 -0.0290491
2018-03-01 14:06:16.386802 UTC | AverageAbsQ               0.0290491
2018-03-01 14:06:16.387765 UTC | AverageY                 -0.0290491
2018-03-01 14:06:16.388550 UTC | AverageAbsY               0.0290491
2018-03-01 14:06:16.389383 UTC | AverageAbsQYDiff          9.87513e-06
2018-03-01 14:06:16.390404 UTC | AverageAction             0.998761
2018-03-01 14:06:16.391200 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:06:16.391992 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:06:16.392946 UTC | AverageForwardProgress    0
2018-03-01 14:06:16.393763 UTC | MaxForwardProgress        0
2018-03-01 14:06:16.394158 UTC | MinForwardProgress        0
2018-03-01 14:06:16.395055 UTC | StdForwardProgress        0
2018-03-01 14:06:16.395483 UTC | -----------------------  ------------
2018-03-01 14:06:16.396095 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #48 | Training started
2018-03-01 14:07:17.202022 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #48 | Training finished
2018-03-01 14:07:17.202791 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #48 | Collecting samples for evaluation
2018-03-01 14:07:19.672990 UTC | -----------------------  ------------
2018-03-01 14:07:19.674879 UTC | Epoch                    48
2018-03-01 14:07:19.675990 UTC | AverageReturn             0
2018-03-01 14:07:19.676851 UTC | StdReturn                 0
2018-03-01 14:07:19.677790 UTC | MaxReturn                 0
2018-03-01 14:07:19.678630 UTC | MinReturn                 0
2018-03-01 14:07:19.679723 UTC | AverageEsReturn           0
2018-03-01 14:07:19.680568 UTC | StdEsReturn               0
2018-03-01 14:07:19.681444 UTC | MaxEsReturn               0
2018-03-01 14:07:19.682501 UTC | MinEsReturn               0
2018-03-01 14:07:19.683413 UTC | AverageDiscountedReturn   0
2018-03-01 14:07:19.684316 UTC | AverageQLoss              6.65716e-10
2018-03-01 14:07:19.685373 UTC | AveragePolicySurr         0.0287595
2018-03-01 14:07:19.686255 UTC | AverageQ                 -0.0287598
2018-03-01 14:07:19.687148 UTC | AverageAbsQ               0.0287598
2018-03-01 14:07:19.687989 UTC | AverageY                 -0.0287598
2018-03-01 14:07:19.689039 UTC | AverageAbsY               0.0287598
2018-03-01 14:07:19.689959 UTC | AverageAbsQYDiff          6.78662e-06
2018-03-01 14:07:19.690816 UTC | AverageAction             0.998761
2018-03-01 14:07:19.691763 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:07:19.692561 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:07:19.693387 UTC | AverageForwardProgress    0
2018-03-01 14:07:19.693996 UTC | MaxForwardProgress        0
2018-03-01 14:07:19.694387 UTC | MinForwardProgress        0
2018-03-01 14:07:19.695426 UTC | StdForwardProgress        0
2018-03-01 14:07:19.695835 UTC | -----------------------  ------------
2018-03-01 14:07:19.696522 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #49 | Training started
2018-03-01 14:08:20.733066 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #49 | Training finished
2018-03-01 14:08:20.734133 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #49 | Collecting samples for evaluation
2018-03-01 14:08:23.265470 UTC | -----------------------  ------------
2018-03-01 14:08:23.267238 UTC | Epoch                    49
2018-03-01 14:08:23.268167 UTC | AverageReturn             0
2018-03-01 14:08:23.269201 UTC | StdReturn                 0
2018-03-01 14:08:23.270050 UTC | MaxReturn                 0
2018-03-01 14:08:23.270899 UTC | MinReturn                 0
2018-03-01 14:08:23.271891 UTC | AverageEsReturn           0
2018-03-01 14:08:23.272752 UTC | StdEsReturn               0
2018-03-01 14:08:23.273610 UTC | MaxEsReturn               0
2018-03-01 14:08:23.274455 UTC | MinEsReturn               0
2018-03-01 14:08:23.275503 UTC | AverageDiscountedReturn   0
2018-03-01 14:08:23.276311 UTC | AverageQLoss              1.01742e-09
2018-03-01 14:08:23.277138 UTC | AveragePolicySurr         0.0284731
2018-03-01 14:08:23.278053 UTC | AverageQ                 -0.0284733
2018-03-01 14:08:23.278892 UTC | AverageAbsQ               0.0284733
2018-03-01 14:08:23.279710 UTC | AverageY                 -0.0284733
2018-03-01 14:08:23.280642 UTC | AverageAbsY               0.0284733
2018-03-01 14:08:23.281631 UTC | AverageAbsQYDiff          9.17006e-06
2018-03-01 14:08:23.282497 UTC | AverageAction             0.998761
2018-03-01 14:08:23.283495 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:08:23.284583 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:08:23.285668 UTC | AverageForwardProgress    0
2018-03-01 14:08:23.286682 UTC | MaxForwardProgress        0
2018-03-01 14:08:23.287479 UTC | MinForwardProgress        0
2018-03-01 14:08:23.287904 UTC | StdForwardProgress        0
2018-03-01 14:08:23.289049 UTC | -----------------------  ------------
2018-03-01 14:08:23.289776 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #50 | Training started
2018-03-01 14:09:24.224263 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #50 | Training finished
2018-03-01 14:09:24.224507 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #50 | Collecting samples for evaluation
2018-03-01 14:09:26.689212 UTC | -----------------------  ------------
2018-03-01 14:09:26.690916 UTC | Epoch                    50
2018-03-01 14:09:26.691822 UTC | AverageReturn             0
2018-03-01 14:09:26.692889 UTC | StdReturn                 0
2018-03-01 14:09:26.693728 UTC | MaxReturn                 0
2018-03-01 14:09:26.694555 UTC | MinReturn                 0
2018-03-01 14:09:26.695382 UTC | AverageEsReturn           0
2018-03-01 14:09:26.697020 UTC | StdEsReturn               0
2018-03-01 14:09:26.697858 UTC | MaxEsReturn               0
2018-03-01 14:09:26.698676 UTC | MinEsReturn               0
2018-03-01 14:09:26.699696 UTC | AverageDiscountedReturn   0
2018-03-01 14:09:26.700601 UTC | AverageQLoss              7.8361e-10
2018-03-01 14:09:26.701726 UTC | AveragePolicySurr         0.0281894
2018-03-01 14:09:26.702672 UTC | AverageQ                 -0.0281898
2018-03-01 14:09:26.703792 UTC | AverageAbsQ               0.0281898
2018-03-01 14:09:26.704652 UTC | AverageY                 -0.0281897
2018-03-01 14:09:26.705579 UTC | AverageAbsY               0.0281897
2018-03-01 14:09:26.706578 UTC | AverageAbsQYDiff          8.37487e-06
2018-03-01 14:09:26.707433 UTC | AverageAction             0.998761
2018-03-01 14:09:26.708090 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:09:26.708937 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:09:26.709454 UTC | AverageForwardProgress    0
2018-03-01 14:09:26.710681 UTC | MaxForwardProgress        0
2018-03-01 14:09:26.711099 UTC | MinForwardProgress        0
2018-03-01 14:09:26.711536 UTC | StdForwardProgress        0
2018-03-01 14:09:26.711969 UTC | -----------------------  ------------
2018-03-01 14:09:26.713694 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #51 | Training started
2018-03-01 14:10:27.736231 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #51 | Training finished
2018-03-01 14:10:27.736484 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #51 | Collecting samples for evaluation
2018-03-01 14:10:30.277465 UTC | -----------------------  ------------
2018-03-01 14:10:30.279099 UTC | Epoch                    51
2018-03-01 14:10:30.279965 UTC | AverageReturn             0
2018-03-01 14:10:30.281009 UTC | StdReturn                 0
2018-03-01 14:10:30.281886 UTC | MaxReturn                 0
2018-03-01 14:10:30.282726 UTC | MinReturn                 0
2018-03-01 14:10:30.283868 UTC | AverageEsReturn           0
2018-03-01 14:10:30.284946 UTC | StdEsReturn               0
2018-03-01 14:10:30.286048 UTC | MaxEsReturn               0
2018-03-01 14:10:30.287063 UTC | MinEsReturn               0
2018-03-01 14:10:30.288115 UTC | AverageDiscountedReturn   0
2018-03-01 14:10:30.288972 UTC | AverageQLoss              7.69428e-10
2018-03-01 14:10:30.289874 UTC | AveragePolicySurr         0.0279087
2018-03-01 14:10:30.290927 UTC | AverageQ                 -0.027909
2018-03-01 14:10:30.291850 UTC | AverageAbsQ               0.027909
2018-03-01 14:10:30.292768 UTC | AverageY                 -0.027909
2018-03-01 14:10:30.293865 UTC | AverageAbsY               0.027909
2018-03-01 14:10:30.294709 UTC | AverageAbsQYDiff          7.26184e-06
2018-03-01 14:10:30.295583 UTC | AverageAction             0.998761
2018-03-01 14:10:30.296417 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:10:30.297442 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:10:30.297887 UTC | AverageForwardProgress    0
2018-03-01 14:10:30.298784 UTC | MaxForwardProgress        0
2018-03-01 14:10:30.299246 UTC | MinForwardProgress        0
2018-03-01 14:10:30.300417 UTC | StdForwardProgress        0
2018-03-01 14:10:30.300908 UTC | -----------------------  ------------
2018-03-01 14:10:30.301594 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #52 | Training started
2018-03-01 14:11:31.103369 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #52 | Training finished
2018-03-01 14:11:31.104344 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #52 | Collecting samples for evaluation
2018-03-01 14:11:33.574281 UTC | -----------------------  ------------
2018-03-01 14:11:33.576038 UTC | Epoch                    52
2018-03-01 14:11:33.576938 UTC | AverageReturn             0
2018-03-01 14:11:33.577788 UTC | StdReturn                 0
2018-03-01 14:11:33.578701 UTC | MaxReturn                 0
2018-03-01 14:11:33.579470 UTC | MinReturn                 0
2018-03-01 14:11:33.580276 UTC | AverageEsReturn           0
2018-03-01 14:11:33.581118 UTC | StdEsReturn               0
2018-03-01 14:11:33.582065 UTC | MaxEsReturn               0
2018-03-01 14:11:33.582829 UTC | MinEsReturn               0
2018-03-01 14:11:33.583605 UTC | AverageDiscountedReturn   0
2018-03-01 14:11:33.584585 UTC | AverageQLoss              7.56514e-10
2018-03-01 14:11:33.585413 UTC | AveragePolicySurr         0.0276308
2018-03-01 14:11:33.586170 UTC | AverageQ                 -0.027631
2018-03-01 14:11:33.587308 UTC | AverageAbsQ               0.027631
2018-03-01 14:11:33.588380 UTC | AverageY                 -0.027631
2018-03-01 14:11:33.589311 UTC | AverageAbsY               0.027631
2018-03-01 14:11:33.590293 UTC | AverageAbsQYDiff          7.20611e-06
2018-03-01 14:11:33.591261 UTC | AverageAction             0.998761
2018-03-01 14:11:33.592126 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:11:33.593139 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:11:33.594153 UTC | AverageForwardProgress    0
2018-03-01 14:11:33.595067 UTC | MaxForwardProgress        0
2018-03-01 14:11:33.595962 UTC | MinForwardProgress        0
2018-03-01 14:11:33.597360 UTC | StdForwardProgress        0
2018-03-01 14:11:33.598286 UTC | -----------------------  ------------
2018-03-01 14:11:33.598968 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #53 | Training started
2018-03-01 14:12:34.423175 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #53 | Training finished
2018-03-01 14:12:34.423544 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #53 | Collecting samples for evaluation
2018-03-01 14:12:36.977219 UTC | -----------------------  ------------
2018-03-01 14:12:36.979174 UTC | Epoch                    53
2018-03-01 14:12:36.980141 UTC | AverageReturn             0
2018-03-01 14:12:36.981333 UTC | StdReturn                 0
2018-03-01 14:12:36.982271 UTC | MaxReturn                 0
2018-03-01 14:12:36.983366 UTC | MinReturn                 0
2018-03-01 14:12:36.984480 UTC | AverageEsReturn           0
2018-03-01 14:12:36.985422 UTC | StdEsReturn               0
2018-03-01 14:12:36.986367 UTC | MaxEsReturn               0
2018-03-01 14:12:36.987426 UTC | MinEsReturn               0
2018-03-01 14:12:36.988360 UTC | AverageDiscountedReturn   0
2018-03-01 14:12:36.989584 UTC | AverageQLoss              7.70855e-10
2018-03-01 14:12:36.990700 UTC | AveragePolicySurr         0.0273556
2018-03-01 14:12:36.991609 UTC | AverageQ                 -0.0273558
2018-03-01 14:12:36.992563 UTC | AverageAbsQ               0.0273558
2018-03-01 14:12:36.993372 UTC | AverageY                 -0.0273558
2018-03-01 14:12:36.993680 UTC | AverageAbsY               0.0273558
2018-03-01 14:12:36.993985 UTC | AverageAbsQYDiff          7.21498e-06
2018-03-01 14:12:36.994273 UTC | AverageAction             0.998761
2018-03-01 14:12:36.994560 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:12:36.994822 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:12:36.995103 UTC | AverageForwardProgress    0
2018-03-01 14:12:36.995405 UTC | MaxForwardProgress        0
2018-03-01 14:12:36.995692 UTC | MinForwardProgress        0
2018-03-01 14:12:36.995979 UTC | StdForwardProgress        0
2018-03-01 14:12:36.996245 UTC | -----------------------  ------------
2018-03-01 14:12:36.996743 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #54 | Training started
2018-03-01 14:13:38.124684 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #54 | Training finished
2018-03-01 14:13:38.124906 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #54 | Collecting samples for evaluation
2018-03-01 14:13:41.616704 UTC | -----------------------  ------------
2018-03-01 14:13:41.617132 UTC | Epoch                    54
2018-03-01 14:13:41.617261 UTC | AverageReturn             0
2018-03-01 14:13:41.617346 UTC | StdReturn                 0
2018-03-01 14:13:41.618189 UTC | MaxReturn                 0
2018-03-01 14:13:41.618308 UTC | MinReturn                 0
2018-03-01 14:13:41.618861 UTC | AverageEsReturn           0
2018-03-01 14:13:41.619584 UTC | StdEsReturn               0
2018-03-01 14:13:41.619977 UTC | MaxEsReturn               0
2018-03-01 14:13:41.620484 UTC | MinEsReturn               0
2018-03-01 14:13:41.620624 UTC | AverageDiscountedReturn   0
2018-03-01 14:13:41.621319 UTC | AverageQLoss              7.89847e-10
2018-03-01 14:13:41.621472 UTC | AveragePolicySurr         0.0270831
2018-03-01 14:13:41.622135 UTC | AverageQ                 -0.0270834
2018-03-01 14:13:41.622285 UTC | AverageAbsQ               0.0270834
2018-03-01 14:13:41.622393 UTC | AverageY                 -0.0270834
2018-03-01 14:13:41.622948 UTC | AverageAbsY               0.0270834
2018-03-01 14:13:41.623487 UTC | AverageAbsQYDiff          7.3279e-06
2018-03-01 14:13:41.623632 UTC | AverageAction             0.998761
2018-03-01 14:13:41.624271 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:13:41.624422 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:13:41.625853 UTC | AverageForwardProgress    0
2018-03-01 14:13:41.626025 UTC | MaxForwardProgress        0
2018-03-01 14:13:41.626544 UTC | MinForwardProgress        0
2018-03-01 14:13:41.626710 UTC | StdForwardProgress        0
2018-03-01 14:13:41.627233 UTC | -----------------------  ------------
2018-03-01 14:13:41.628091 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #55 | Training started
2018-03-01 14:14:42.491366 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #55 | Training finished
2018-03-01 14:14:42.492259 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #55 | Collecting samples for evaluation
2018-03-01 14:14:45.365978 UTC | -----------------------  ------------
2018-03-01 14:14:45.367666 UTC | Epoch                    55
2018-03-01 14:14:45.368573 UTC | AverageReturn             0
2018-03-01 14:14:45.369465 UTC | StdReturn                 0
2018-03-01 14:14:45.370307 UTC | MaxReturn                 0
2018-03-01 14:14:45.371140 UTC | MinReturn                 0
2018-03-01 14:14:45.372018 UTC | AverageEsReturn           0
2018-03-01 14:14:45.372997 UTC | StdEsReturn               0
2018-03-01 14:14:45.373867 UTC | MaxEsReturn               0
2018-03-01 14:14:45.374680 UTC | MinEsReturn               0
2018-03-01 14:14:45.375529 UTC | AverageDiscountedReturn   0
2018-03-01 14:14:45.376356 UTC | AverageQLoss              8.20262e-10
2018-03-01 14:14:45.377268 UTC | AveragePolicySurr         0.0268134
2018-03-01 14:14:45.378213 UTC | AverageQ                 -0.0268136
2018-03-01 14:14:45.379075 UTC | AverageAbsQ               0.0268136
2018-03-01 14:14:45.380662 UTC | AverageY                 -0.0268136
2018-03-01 14:14:45.381565 UTC | AverageAbsY               0.0268136
2018-03-01 14:14:45.382421 UTC | AverageAbsQYDiff          7.46896e-06
2018-03-01 14:14:45.383461 UTC | AverageAction             0.998761
2018-03-01 14:14:45.384329 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:14:45.385489 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:14:45.386346 UTC | AverageForwardProgress    0
2018-03-01 14:14:45.387202 UTC | MaxForwardProgress        0
2018-03-01 14:14:45.388044 UTC | MinForwardProgress        0
2018-03-01 14:14:45.388871 UTC | StdForwardProgress        0
2018-03-01 14:14:45.389554 UTC | -----------------------  ------------
2018-03-01 14:14:45.390675 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #56 | Training started
2018-03-01 14:15:46.278175 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #56 | Training finished
2018-03-01 14:15:46.278434 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #56 | Collecting samples for evaluation
2018-03-01 14:15:48.750952 UTC | -----------------------  ------------
2018-03-01 14:15:48.751330 UTC | Epoch                    56
2018-03-01 14:15:48.751453 UTC | AverageReturn             0
2018-03-01 14:15:48.751566 UTC | StdReturn                 0
2018-03-01 14:15:48.751656 UTC | MaxReturn                 0
2018-03-01 14:15:48.751742 UTC | MinReturn                 0
2018-03-01 14:15:48.751825 UTC | AverageEsReturn           0
2018-03-01 14:15:48.751942 UTC | StdEsReturn               0
2018-03-01 14:15:48.752027 UTC | MaxEsReturn               0
2018-03-01 14:15:48.752111 UTC | MinEsReturn               0
2018-03-01 14:15:48.752197 UTC | AverageDiscountedReturn   0
2018-03-01 14:15:48.752283 UTC | AverageQLoss              7.86445e-10
2018-03-01 14:15:48.752367 UTC | AveragePolicySurr         0.0265463
2018-03-01 14:15:48.752453 UTC | AverageQ                 -0.0265466
2018-03-01 14:15:48.752534 UTC | AverageAbsQ               0.0265466
2018-03-01 14:15:48.752615 UTC | AverageY                 -0.0265466
2018-03-01 14:15:48.752700 UTC | AverageAbsY               0.0265466
2018-03-01 14:15:48.752789 UTC | AverageAbsQYDiff          7.32321e-06
2018-03-01 14:15:48.752903 UTC | AverageAction             0.998761
2018-03-01 14:15:48.752999 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:15:48.753103 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:15:48.753207 UTC | AverageForwardProgress    0
2018-03-01 14:15:48.753308 UTC | MaxForwardProgress        0
2018-03-01 14:15:48.753411 UTC | MinForwardProgress        0
2018-03-01 14:15:48.753513 UTC | StdForwardProgress        0
2018-03-01 14:15:48.753603 UTC | -----------------------  ------------
2018-03-01 14:15:48.753958 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #57 | Training started
2018-03-01 14:16:49.864945 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #57 | Training finished
2018-03-01 14:16:49.865920 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #57 | Collecting samples for evaluation
2018-03-01 14:16:52.362874 UTC | -----------------------  ------------
2018-03-01 14:16:52.364430 UTC | Epoch                    57
2018-03-01 14:16:52.365287 UTC | AverageReturn             0
2018-03-01 14:16:52.366211 UTC | StdReturn                 0
2018-03-01 14:16:52.367048 UTC | MaxReturn                 0
2018-03-01 14:16:52.367874 UTC | MinReturn                 0
2018-03-01 14:16:52.368668 UTC | AverageEsReturn           0
2018-03-01 14:16:52.369537 UTC | StdEsReturn               0
2018-03-01 14:16:52.370413 UTC | MaxEsReturn               0
2018-03-01 14:16:52.371201 UTC | MinEsReturn               0
2018-03-01 14:16:52.371946 UTC | AverageDiscountedReturn   0
2018-03-01 14:16:52.372692 UTC | AverageQLoss              7.8422e-10
2018-03-01 14:16:52.373464 UTC | AveragePolicySurr         0.0262819
2018-03-01 14:16:52.374241 UTC | AverageQ                 -0.0262822
2018-03-01 14:16:52.375011 UTC | AverageAbsQ               0.0262822
2018-03-01 14:16:52.375818 UTC | AverageY                 -0.0262822
2018-03-01 14:16:52.376613 UTC | AverageAbsY               0.0262822
2018-03-01 14:16:52.377408 UTC | AverageAbsQYDiff          7.33503e-06
2018-03-01 14:16:52.378212 UTC | AverageAction             0.998761
2018-03-01 14:16:52.378975 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:16:52.379703 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:16:52.380455 UTC | AverageForwardProgress    0
2018-03-01 14:16:52.381244 UTC | MaxForwardProgress        0
2018-03-01 14:16:52.382040 UTC | MinForwardProgress        0
2018-03-01 14:16:52.382855 UTC | StdForwardProgress        0
2018-03-01 14:16:52.383680 UTC | -----------------------  ------------
2018-03-01 14:16:52.384756 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #58 | Training started
2018-03-01 14:17:53.353811 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #58 | Training finished
2018-03-01 14:17:53.354806 UTC | [experiment_2018_03_01_13_28_00_0001] epoch #58 | Collecting samples for evaluation
2018-03-01 14:17:55.809433 UTC | -----------------------  ------------
2018-03-01 14:17:55.811136 UTC | Epoch                    58
2018-03-01 14:17:55.811974 UTC | AverageReturn             0
2018-03-01 14:17:55.812734 UTC | StdReturn                 0
2018-03-01 14:17:55.813568 UTC | MaxReturn                 0
2018-03-01 14:17:55.815195 UTC | MinReturn                 0
2018-03-01 14:17:55.815991 UTC | AverageEsReturn           0
2018-03-01 14:17:55.816765 UTC | StdEsReturn               0
2018-03-01 14:17:55.817583 UTC | MaxEsReturn               0
2018-03-01 14:17:55.818403 UTC | MinEsReturn               0
2018-03-01 14:17:55.819312 UTC | AverageDiscountedReturn   0
2018-03-01 14:17:55.820181 UTC | AverageQLoss              7.72616e-10
2018-03-01 14:17:55.820953 UTC | AveragePolicySurr         0.0260201
2018-03-01 14:17:55.821720 UTC | AverageQ                 -0.0260204
2018-03-01 14:17:55.822526 UTC | AverageAbsQ               0.0260204
2018-03-01 14:17:55.823267 UTC | AverageY                 -0.0260204
2018-03-01 14:17:55.824168 UTC | AverageAbsY               0.0260204
2018-03-01 14:17:55.824950 UTC | AverageAbsQYDiff          7.25454e-06
2018-03-01 14:17:55.825725 UTC | AverageAction             0.998761
2018-03-01 14:17:55.826526 UTC | PolicyRegParamNorm       26.3922
2018-03-01 14:17:55.827272 UTC | QFunRegParamNorm          7.93351
2018-03-01 14:17:55.828024 UTC | AverageForwardProgress    0
2018-03-01 14:17:55.828849 UTC | MaxForwardProgress        0
2018-03-01 14:17:55.829618 UTC | MinForwardProgress        0
2018-03-01 14:17:55.830390 UTC | StdForwardProgress        0
2018-03-01 14:17:55.831435 UTC | -----------------------  ------------
